id,title,authors,year,venue,citation_count,source_url,arxiv_id,pdf_path,abstract
e5cb26148791b57bfd36aa26ce2401e231d01b57,Vision Transformer with Deformable Attention,Zhuofan Xia; Xuran Pan; S. Song; Li Erran Li; Gao Huang,2022,Computer Vision and Pattern Recognition,764,https://arxiv.org/pdf/2201.00520,2201.00520,corpus/pdfs/e5cb26148791b57bfd36aa26ce2401e231d01b57.pdf,"Transformers have recently shown superior performances on various vision tasks. The large, sometimes even global, receptive field endows Transformer models with higher representation power over their CNN counterparts. Nevertheless, simply enlarging receptive field also gives rise to several concerns. On the one hand, using dense attention e.g., in ViT, leads to excessive memory and computational cost, and features can be influenced by irrelevant parts which are beyond the region of interests. On the other hand, the sparse attention adopted in PVT or Swin Transformer is data agnostic and may limit the ability to model long range relations. To mitigate these issues, we propose a novel deformable selfattention module, where the positions of key and value pairs in selfattention are selected in a data-dependent way. This flexible scheme enables the self-attention module to focus on relevant re-gions and capture more informative features. On this basis, we present Deformable Attention Transformer, a general backbone model with deformable attention for both image classification and dense prediction tasks. Extensive experi-ments show that our models achieve consistently improved results on comprehensive benchmarks. Code is available at https://github.com/LeapLabTHU/DAT."
9a83aeadc8db65fb6da39ec977360541cddaff5c,EfficientViT: Memory Efficient Vision Transformer with Cascaded Group Attention,Xinyu Liu; Houwen Peng; Ningxin Zheng; Yuqing Yang; Han Hu; Yixuan Yuan,2023,Computer Vision and Pattern Recognition,691,http://arxiv.org/pdf/2305.07027,2305.07027,corpus/pdfs/9a83aeadc8db65fb6da39ec977360541cddaff5c.pdf,"Vision transformers have shown great success due to their high model capabilities. However, their remarkable performance is accompanied by heavy computation costs, which makes them unsuitable for real-time applications. In this paper, we propose a family of high-speed vision transformers named Efficient ViT. We find that the speed of existing transformer models is commonly bounded by memory inefficient operations, especially the tensor reshaping and element-wise functions in MHSA. Therefore, we design a new building block with a sandwich layout, i.e., using a single memory-bound MHSA between efficient FFN layers, which improves memory efficiency while enhancing channel communication. Moreover, we discover that the attention maps share high similarities across heads, leading to computational redundancy. To address this, we present a cascaded group attention module feeding attention heads with different splits of the full feature, which not only saves computation cost but also improves attention diversity. Comprehensive experiments demonstrate EfficientViT outperforms existing efficient models, striking a good trade-off between speed and accuracy. For instance, our EfficientViT-M5 surpasses MobileNetV3-Large by 1.9% in accuracy, while getting 40.4% and 45.2% higher throughput on Nvidia V100 GPU and Intel Xeon CPU, respectively. Compared to the recent efficient model MobileViT-XXS, EfficientViT-M2 achieves 1.8% superior accuracy, while running $5.8\times/3.7\times$ faster on the GPU/CPU, and $7.4\times faster$ when converted to ONNX format. Code and models are available at here."
7476e1c4fd6fa8e6d23bd7e1b45f9e799d04b284,V2X-ViT: Vehicle-to-Everything Cooperative Perception with Vision Transformer,Runsheng Xu; Hao Xiang; Zhengzhong Tu; Xin Xia; Ming-Hsuan Yang; Jiaqi Ma,2022,European Conference on Computer Vision,620,http://arxiv.org/pdf/2203.10638,2203.10638,corpus/pdfs/7476e1c4fd6fa8e6d23bd7e1b45f9e799d04b284.pdf,"In this paper, we investigate the application of Vehicle-to-Everything (V2X) communication to improve the perception performance of autonomous vehicles. We present a robust cooperative perception framework with V2X communication using a novel vision Transformer. Specifically, we build a holistic attention model, namely V2X-ViT, to effectively fuse information across on-road agents (i.e., vehicles and infrastructure). V2X-ViT consists of alternating layers of heterogeneous multi-agent self-attention and multi-scale window self-attention, which captures inter-agent interaction and per-agent spatial relationships. These key modules are designed in a unified Transformer architecture to handle common V2X challenges, including asynchronous information sharing, pose errors, and heterogeneity of V2X components. To validate our approach, we create a large-scale V2X perception dataset using CARLA and OpenCDA. Extensive experimental results demonstrate that V2X-ViT sets new state-of-the-art performance for 3D object detection and achieves robust performance even under harsh, noisy environments. The code is available at https://github.com/DerrickXuNu/v2x-vit."
c2a0c18e810535db52e5ebaf180c64ce70356748,A-ViT: Adaptive Tokens for Efficient Vision Transformer,Hongxu Yin; Arash Vahdat; J. Álvarez; Arun Mallya; Jan Kautz; Pavlo Molchanov,2021,Computer Vision and Pattern Recognition,493,https://arxiv.org/abs/2112.07658,2112.07658,corpus/pdfs/c2a0c18e810535db52e5ebaf180c64ce70356748.pdf,"We introduce A - ViT, a method that adaptively adjusts the inference cost of vision transformer (ViT) for images of different complexity. A - ViT achieves this by automatically reducing the number of tokens in vision transformers that are processed in the network as inference proceeds. We refor-mulate Adaptive Computation Time (ACT [17]) for this task, extending halting to discard redundant spatial tokens. The appealing architectural properties of vision transformers enables our adaptive token reduction mechanism to speed up inference without modifying the network architecture or inference hardware. We demonstrate that A - ViT requires no extra parameters or sub-network for halting, as we base the learning of adaptive halting on the original network parameters. We further introduce distributional prior regularization that stabilizes training compared to prior ACT approaches. On the image classification task (ImageNet1K), we show that our proposed A - ViT yields high efficacy in filtering informative spatial features and cutting down on the overall compute. The proposed method improves the throughput of DeiT-Tiny by 62% and DeiT-Small by 38% with only 0.3% accuracy drop, outperforming prior art by a large margin."
ca1d5aa8f63707931692bf6a62642becf928c1fa,LAVT: Language-Aware Vision Transformer for Referring Image Segmentation,Zhao Yang; Jiaqi Wang; Yansong Tang; Kai Chen; Hengshuang Zhao; Philip H. S. Torr,2021,Computer Vision and Pattern Recognition,476,https://arxiv.org/pdf/2112.02244,2112.02244,corpus/pdfs/ca1d5aa8f63707931692bf6a62642becf928c1fa.pdf,"Referring image segmentation is a fundamental vision-language task that aims to segment out an object referred to by a natural language expression from an image. One of the key challenges behind this task is leveraging the referring expression for highlighting relevant positions in the image. A paradigm for tackling this problem is to leverage a powerful vision-language (“cross-madal”) decoder to fuse features independently extracted from a vision encoder and a language encoder. Recent methods have made remarkable advancements in this paradigm by exploiting Transformers as cross-modal decoders, concurrent to the Transformer's overwhelming success in many other vision-language tasks. Adopting a different approach in this work, we show that significantly better cross-modal alignments can be achieved through the early fusion of linguistic and visual features in intermediate layers of a vision Transformer encoder network. By conducting cross-modal feature fusion in the visual feature encoding stage, we can leverage the well-proven correlation modeling power of a Transformer encoder for excavating helpful multi-modal context. This way, accurate segmentation results are readily harvested with a light-weight mask predictor. Without bells and whistles, our method surpasses the previous state-of-the-art methods on Ref CoCo, RefCOCO+, and G-Ref by large margins."
e06b703146c46a6455fd0c33077de1bea5fdd877,Hiera: A Hierarchical Vision Transformer without the Bells-and-Whistles,Chaitanya K. Ryali; Yuan-Ting Hu; Daniel Bolya; Chen Wei; Haoqi Fan; Po-Yao (Bernie) Huang; Vaibhav Aggarwal; Arkabandhu Chowdhury; Omid Poursaeed; Judy Hoffman; J. Malik; Yanghao Li; Christoph Feichtenhofer,2023,International Conference on Machine Learning,387,http://arxiv.org/pdf/2306.00989,2306.00989,corpus/pdfs/e06b703146c46a6455fd0c33077de1bea5fdd877.pdf,"Modern hierarchical vision transformers have added several vision-specific components in the pursuit of supervised classification performance. While these components lead to effective accuracies and attractive FLOP counts, the added complexity actually makes these transformers slower than their vanilla ViT counterparts. In this paper, we argue that this additional bulk is unnecessary. By pretraining with a strong visual pretext task (MAE), we can strip out all the bells-and-whistles from a state-of-the-art multi-stage vision transformer without losing accuracy. In the process, we create Hiera, an extremely simple hierarchical vision transformer that is more accurate than previous models while being significantly faster both at inference and during training. We evaluate Hiera on a variety of tasks for image and video recognition. Our code and models are available at https://github.com/facebookresearch/hiera."
6c22336873706b1cf5205ac6bd2432aa69d97821,ViTAEv2: Vision Transformer Advanced by Exploring Inductive Bias for Image Recognition and Beyond,Qiming Zhang; Yufei Xu; Jing Zhang; D. Tao,2022,International Journal of Computer Vision,294,http://arxiv.org/pdf/2202.10108,2202.10108,corpus/pdfs/6c22336873706b1cf5205ac6bd2432aa69d97821.pdf,"Vision transformers have shown great potential in various computer vision tasks owing to their strong capability to model long-range dependency using the self-attention mechanism. Nevertheless, they treat an image as a 1D sequence of visual tokens, lacking an intrinsic inductive bias (IB) in modeling local visual structures and dealing with scale variance, which is instead learned implicitly from large-scale training data with longer training schedules. In this paper, we leverage the two IBs and propose the ViTAE transformer, which utilizes a reduction cell for multi-scale feature and a normal cell for locality. The two kinds of cells are stacked in both isotropic and multi-stage manners to formulate two families of ViTAE models, i.e., the vanilla ViTAE and ViTAEv2. Experiments on the ImageNet dataset as well as downstream tasks on the MS COCO, ADE20K, and AP10K datasets validate the superiority of our models over the baseline and representative models. Besides, we scale up our ViTAE model to 644 M parameters and obtain the state-of-the-art classification performance, i.e., 88.5% Top-1 classification accuracy on ImageNet validation set and the best 91.2% Top-1 classification accuracy on ImageNet Real validation set, without using extra private data. It demonstrates that the introduced inductive bias still helps when the model size becomes large. The source code and pretrained models are publicly available atcode."
d045133e6e022684329ff944d67f91888be1bc3b,Evo-ViT: Slow-Fast Token Evolution for Dynamic Vision Transformer,Yifan Xu; Zhijie Zhang; Mengdan Zhang; Kekai Sheng; Ke Li; Weiming Dong; Liqing Zhang; Changsheng Xu; Xing Sun,2021,AAAI Conference on Artificial Intelligence,286,https://ojs.aaai.org/index.php/AAAI/article/download/20202/19961,2108.01390,corpus/pdfs/d045133e6e022684329ff944d67f91888be1bc3b.pdf,"Vision transformers (ViTs) have recently received explosive popularity, but the huge computational cost is still a severe issue. Since the computation complexity of ViT is quadratic with respect to the input sequence length, a mainstream paradigm for computation reduction is to reduce the number of tokens. Existing designs include structured spatial compression that uses a progressive shrinking pyramid to reduce the computations of large feature maps, and unstructured token pruning that dynamically drops redundant tokens. However, the limitation of existing token pruning lies in two folds: 1) the incomplete spatial structure caused by pruning is not compatible with structured spatial compression that is commonly used in modern deep-narrow transformers; 2) it usually requires a time-consuming pre-training procedure. To tackle the limitations and expand the applicable scenario of token pruning, we present Evo-ViT, a self-motivated slow-fast token evolution approach for vision transformers. Specifically, we conduct unstructured instance-wise token selection by taking advantage of the simple and effective global class attention that is native to vision transformers. Then, we propose to update the selected informative tokens and uninformative tokens with different computation paths, namely, slow-fast updating. Since slow-fast updating mechanism maintains the spatial structure and information flow, Evo-ViT can accelerate vanilla transformers of both flat and deep-narrow structures from the very beginning of the training process. Experimental results demonstrate that our method significantly reduces the computational cost of vision transformers while maintaining comparable performance on image classification. For example, our method accelerates DeiT-S by over 60% throughput while only sacrificing 0.4% top-1 accuracy on ImageNet-1K, outperforming current token pruning methods on both accuracy and efficiency."
50fadb9e46139af8e84d9d50478430d1bbe4e081,Spectral-Spatial Transformer Network for Hyperspectral Image Classification: A Factorized Architecture Search Framework,Zilong Zhong; Ying Li; Lingfei Ma; Jonathan Li; Weishi Zheng,2021,IEEE Transactions on Geoscience and Remote Sensing,258,,,,"Neural networks have dominated the research of hyperspectral image classification, attributing to the feature learning capacity of convolution operations. However, the fixed geometric structure of convolution kernels hinders long-range interaction between features from distant locations. In this article, we propose a novel spectral-spatial transformer network (SSTN), which consists of spatial attention and spectral association modules, to overcome the constraints of convolution kernels. Also, we design a factorized architecture search (FAS) framework that involves two independent subprocedures to determine the layer-level operation choices and block-level orders of SSTN. Unlike conventional neural architecture search (NAS) that requires a bilevel optimization of both network parameters and architecture settings, the FAS focuses only on finding out optimal architecture settings to enable a stable and fast architecture search. Extensive experiments conducted on five popular HSI benchmarks demonstrate the versatility of SSTNs over other state-of-the-art (SOTA) methods and justify the FAS strategy. On the University of Houston dataset, SSTN obtains comparable overall accuracy to SOTA methods with a small fraction (1.2%) of multiply-and-accumulate operations compared to a strong baseline spectral-spatial residual network (SSRN). Most importantly, SSTNs outperform other SOTA networks using only 1.2% or fewer MACs of SSRNs on the Indian Pines, the Kennedy Space Center, the University of Pavia, and the Pavia Center datasets."
44ee4165b8a3811dc7d557f99150ff9e62f3733f,ViT-V-Net: Vision Transformer for Unsupervised Volumetric Medical Image Registration,Junyu Chen; Yufan He; E. Frey; Ye Li; Yong Du,2021,arXiv.org,248,https://arxiv.org/abs/2104.06468,2104.06468,corpus/pdfs/44ee4165b8a3811dc7d557f99150ff9e62f3733f.pdf,"In the last decade, convolutional neural networks (ConvNets) have dominated and achieved state-of-the-art performances in a variety of medical imaging applications. However, the performances of ConvNets are still limited by lacking the understanding of long-range spatial relations in an image. The recently proposed Vision Transformer (ViT) for image classification uses a purely self-attention-based model that learns long-range spatial relations to focus on the relevant parts of an image. Nevertheless, ViT emphasizes the low-resolution features because of the consecutive downsamplings, result in a lack of detailed localization information, making it unsuitable for image registration. Recently, several ViT-based image segmentation methods have been combined with ConvNets to improve the recovery of detailed localization information. Inspired by them, we present ViT-V-Net, which bridges ViT and ConvNet to provide volumetric medical image registration. The experimental results presented here demonstrate that the proposed architecture achieves superior performance to several top-performing registration methods."
1ee05cd919590eaba129caa0fda5e850c87b75a5,FQ-ViT: Post-Training Quantization for Fully Quantized Vision Transformer,Yang Lin; Tianyu Zhang; Peiqin Sun; Zheng Li; Shuchang Zhou,2021,International Joint Conference on Artificial Intelligence,246,https://www.ijcai.org/proceedings/2022/0164.pdf,2111.13824,corpus/pdfs/1ee05cd919590eaba129caa0fda5e850c87b75a5.pdf,"Network quantization significantly reduces model inference complexity and has been widely used in real-world deployments. However, most existing quantization methods have been developed mainly on Convolutional Neural Networks (CNNs), and suffer severe degradation when applied to fully quantized vision transformers. In this work, we demonstrate that many of these difficulties arise because of serious inter-channel variation in LayerNorm inputs, and present, Power-of-Two Factor (PTF), a systematic method to reduce the performance degradation and inference complexity of fully quantized vision transformers. In addition, observing an extreme non-uniform distribution in attention maps, we propose Log-Int-Softmax (LIS) to sustain that and simplify inference by using 4-bit quantization and the BitShift operator. Comprehensive experiments on various transformer-based architectures and benchmarks show that our Fully Quantized Vision Transformer (FQ-ViT) outperforms previous works while even using lower bit-width on attention maps. For instance, we reach 84.89% top-1 accuracy with ViT-L on ImageNet and 50.8 mAP with Cascade Mask R-CNN (Swin-S) on COCO. To our knowledge, we are the first to achieve lossless accuracy degradation (~1%) on fully quantized vision transformers. The code is available at https://github.com/megvii-research/FQ-ViT."
